,SOURCEID,Easting,Northing,TAXSUSDA,HZDUSD,UHDICM,LHDICM,Hordepth,BLD,PHIHOX,Horizon,Ap,cv40sm0.1,cv40sm0.25,cv40sm0.5,cm40sm0.75,cv40sm1,cv40sm1.5,cv40sm2,cv80sm0.1,cv80sm.25,cv80sm0.5,cv80sm0.75,cv80sm1,cv80sm1.5,cv80sm2,cv120sm0,cv120sm0.25,cv120sm0.5,cv120sm0.75,cv120sm1,cv120sm1.5,cv160sm0,cv160sm0.25,cv160sm0.5,cv160sm0.75,cv160sm1,cv160sm1.5,cv160sm2
616,CAF211,493735.7261,5180814.947,Thatuna,Ap,0,28,28,1.39,4.81,1,1,-10.594775,-9.007032,-7.814304,-7.160561,-6.726786,-6.168676,-5.81617,-7.938438,-7.608985,-7.187235,-6.867574,-6.614217,-6.233657,-5.958166,-6.874749,-6.722718,-6.506549,-6.325918,-6.172139,-5.923043,-6.463508,-6.463508,-6.142004,-6.013539,-5.900861,-5.71193,-5.559156
621,CAF213,493799.5591,5180830.549,Thatuna,Ap,0,24,24,1.48,5.14,1,1,-8.080528,-7.936219,-7.919008,-7.957186,-8.000566,-8.072871,-8.123242,-7.840464,-7.875207,-7.921231,-7.957724,-7.987367,-8.03159,-8.06128,-7.953945,-7.972938,-7.999428,-8.020835,-8.038218,-8.0637,-8.004033,-8.004033,-8.041191,-8.05463,-8.065434,-8.080722,-8.089498
627,CAF215,493859.7475,5180844.162,Palouse,Ap1,0,13,13,1.39,3.91,1,1,6.534265,6.366551,6.181146,6.009963,5.85904,5.612278,5.421058,5.498191,5.458457,5.392928,5.329409,5.269068,5.159596,5.06482,5.279949,5.245582,5.191196,5.140403,5.093081,5.008051,5.175828,5.175828,5.079677,5.036563,4.996444,4.924266,4.861421
633,CAF217,493927.1984,5180836.419,Palouse,Ap,0,17,17,1.18,4.52,1,1,7.866378,6.909998,6.115984,5.676629,5.393613,5.05005,4.850838,6.657124,6.445615,6.166833,5.951167,5.778753,5.51968,5.334093,5.954951,5.854451,5.710797,5.590501,5.488237,5.323669,5.681095,5.681095,5.468139,5.383448,5.309574,5.186979,5.089476
638,CAF219,493991.0075,5180828.91,Palouse,Ap,0,23,23,1.27,4.74,1,1,4.01838,3.191425,2.445577,2.00154,1.69198,1.271542,0.989843,2.383019,2.204301,1.955853,1.752824,1.582808,1.312197,1.105075,1.676265,1.579468,1.436805,1.313102,1.204622,1.023009,1.398651,1.398651,1.175231,1.0825,0.999648,0.857873,0.741123
643,CAF221,494054.8177,5180822.401,Palouse,Ap,0,28,28,1.33,4.76,1,1,-0.698915,-0.488313,-0.471106,-0.440762,-0.390084,-0.268111,-0.145997,-0.003123,0.017343,0.040723,0.062894,0.087345,0.142936,0.203356,0.114461,0.128737,0.153859,0.180516,0.208303,0.265604,0.162496,0.162496,0.217667,0.246283,0.275124,0.332522,0.388517
648,CAF223,494118.6277,5180815.449,Palouse,Ap,0,17,17,1.45,4.56,1,1,-9.932976,-8.636161,-7.589459,-7.039403,-6.682524,-6.214805,-5.897424,-7.963762,-7.654187,-7.251627,-6.941614,-6.69191,-6.306735,-6.016294,-6.892323,-6.741964,-6.526024,-6.342842,-6.184199,-5.920089,-6.475678,-6.475678,-6.145804,-6.010323,-5.889211,-5.680285,-5.504789
654,CAF225,493412.6587,5180872.077,Palouse,Ap,0,16,16,1.26,4.86,1,1,-4.026734,-4.292814,-4.178775,-3.976011,-3.777069,-3.434914,-3.161574,-3.683026,-3.654149,-3.573881,-3.477811,-3.37816,-3.185614,-3.010671,-3.406487,-3.350776,-3.258205,-3.168121,-3.081716,-2.921371,-3.229786,-3.229786,-3.055994,-2.975132,-2.898427,-2.756877,-2.629631
659,CAF227,493478.459,5180856.118,Palouse,Ap,0,21,21,1.52,4.9,1,1,3.885742,3.1804,2.739854,2.542217,2.438546,2.35831,2.355911,3.039785,2.951041,2.849927,2.785641,2.744777,2.706011,2.70071,2.781185,2.760031,2.736373,2.723451,2.718297,2.723766,2.731301,2.731301,2.717812,2.719868,2.725869,2.746107,2.773351
664,CAF229,493540.2721,5180854.27,Naff,Ap,0,24,24,1.47,,1,1,11.304159,10.508079,9.720087,9.291448,9.019438,8.690083,8.496553,9.704096,9.541523,9.313526,9.133363,8.989184,8.774143,8.621938,9.097921,9.012894,8.892223,8.792236,8.708121,8.574574,8.865159,8.865159,8.688941,8.61995,8.560292,8.462337,8.385298
669,CAF231,493604.0934,5180858.868,Palouse,Ap1,0,11,11,1.56,4.94,1,1,7.610607,7.248983,6.967946,6.836608,6.761984,6.683845,6.647565,6.928087,6.887002,6.833973,6.795733,6.76788,6.732231,6.712868,6.786616,6.771259,6.751144,6.736242,6.725224,6.7114,6.747105,6.747105,6.723215,6.715839,6.710615,6.70494,6.70376
675,CAF233,493667.9079,5180857.023,Staley,Ap,0,24,24,1.35,4.82,1,1,1.812942,3.242691,3.767722,3.822512,3.765175,3.574882,3.37849,2.4211,2.564335,2.697531,2.754189,2.769147,2.737761,2.671314,2.744111,2.747875,2.738654,2.716561,2.686595,2.61456,2.743462,2.743462,2.683149,2.646406,2.607704,2.528326,2.449917
680,CAF235,493731.7365,5180868.735,Palouse,Ap,0,20,20,1.22,4.51,1,1,-2.488966,-4.196654,-4.986726,-5.325919,-5.544985,-5.853546,-6.083776,-3.913092,-4.451153,-5.010785,-5.367166,-5.621081,-5.97247,-6.215769,-5.227796,-5.422449,-5.674502,-5.868157,-6.024154,-6.265512,-5.688298,-5.688298,-6.037098,-6.166804,-6.277734,-6.460243,-6.606857
685,CAF237,493798.2411,5180860.384,Palouse,Ap,0,18,18,1.51,4.32,1,1,5.776464,4.84178,3.965238,3.337991,2.843269,2.099316,1.560578,3.018417,2.754599,2.389368,2.086346,1.827188,1.401912,1.063996,1.954687,1.805759,1.583056,1.38636,1.210785,0.909525,1.524335,1.524335,1.163804,1.010265,0.870874,0.626861,0.419777
690,CAF239,493858.4356,5180848.088,Palouse,Ap,0,14,14,1.31,4.27,1,1,-9.145972,-7.985823,-7.630734,-7.571906,-7.564337,-7.566486,-7.559429,-8.469075,-8.268107,-8.05965,-7.93171,-7.844793,-7.731414,-7.656643,-7.93353,-7.877331,-7.804197,-7.748009,-7.702781,-7.632487,-7.788237,-7.788237,-7.691848,-7.655445,-7.623931,-7.570925,-7.526797
696,CAF241,493923.1888,5180872.205,Palouse,Ap,0,23,23,1.35,4.42,1,1,9.996573,8.651695,7.569908,6.996437,6.631557,6.179376,5.898295,8.463751,8.165722,7.761564,7.441962,7.182036,6.78184,6.484595,7.601579,7.438121,7.201822,7.001054,6.827772,6.542196,7.178189,7.178189,6.813505,6.665079,6.533491,6.309543,6.12491
701,CAF243,493986.9922,5180859.362,Palouse,Ap,0,26,26,1.16,4.52,1,1,-5.583469,-5.184952,-5.024266,-4.97022,-4.947354,-4.940913,-4.959583,-6.311552,-6.161725,-5.988178,-5.869852,-5.784659,-5.673433,-5.608754,-6.23485,-6.161602,-6.063164,-5.986573,-5.925964,-5.838329,-6.128499,-6.128499,-5.9858,-5.934677,-5.893092,-5.831238,-5.789695
707,CAF245,494050.8104,5180861.187,Palouse,Ap,0,20,20,1.3,4.42,1,1,-5.32884,-4.569388,-4.127895,-3.929344,-3.815336,-3.69439,-3.638303,-4.461479,-4.300786,-4.128686,-4.019095,-3.94378,-3.849615,-3.79667,-4.057166,-4.004627,-3.938598,-3.890797,-3.855273,-3.808016,-3.935428,-3.935428,-3.854641,-3.828625,-3.808816,-3.782223,-3.767263
713,CAF247,494114.6377,5180872.347,Palouse,Ap,0,24,24,1.47,4.67,1,1,7.723704,6.345546,5.584793,5.292267,5.152712,5.039087,5.004799,6.481302,6.241307,5.967511,5.78536,5.656813,5.490375,5.389858,5.788739,5.709621,5.605761,5.526829,5.465283,5.376549,5.585532,5.585532,5.453045,5.40643,5.368478,5.310865,5.26958
718,CAF249,493445.5787,5180889.931,Thatuna,Ap,0,18,18,1.39,4.12,1,1,-10.966826,-10.434655,-9.730751,-9.24322,-8.883646,-8.384177,-8.051522,-9.439203,-9.318605,-9.108981,-8.914585,-8.741192,-8.452007,-8.223719,-8.887989,-8.794184,-8.648438,-8.51658,-8.397805,-8.194145,-8.612125,-8.612125,-8.371803,-8.268572,-8.175078,-8.012896,-7.877631
725,CAF251,493509.3906,5180886.084,Staley,Ap,0,15,15,1.16,7.44,1,1,8.305485,7.738925,7.240004,6.912751,6.666748,6.305704,6.042121,7.669115,7.517247,7.295803,7.104396,6.93602,6.650758,6.415485,7.253642,7.153573,6.999385,6.859049,6.730637,6.503344,7.011274,7.011274,6.747147,6.630466,6.522348,6.327839,6.157138
731,CAF253,493573.2116,5180890.682,Staley,Ap,0,17,17,1.36,5.19,1,1,2.178316,1.603787,1.322325,1.283929,1.318207,1.439302,1.560155,2.239188,2.167229,2.097905,2.063773,2.048851,2.047461,2.062066,2.111507,2.105438,2.101675,2.103151,2.107792,2.12174,2.096749,2.096749,2.107413,2.115051,2.123266,2.139913,2.155509
736,CAF255,493637.0257,5180888.836,Palouse,Ap,0,17,17,1.37,4.92,1,1,-11.709414,-9.036462,-6.845481,-5.569616,-4.698541,-3.554655,-2.821427,-7.110654,-6.497814,-5.689745,-5.059646,-4.54997,-3.769002,-3.193884,-4.94255,-4.649085,-4.225036,-3.865123,-3.55513,-3.046992,-4.1259,-4.1259,-3.483622,-3.22311,-2.993088,-2.604776,-2.28904
742,CAF257,493700.8541,5180900.548,Palouse,Ap,0,24,24,1.32,4.52,1,1,-4.233028,-2.457356,-1.269039,-0.725948,-0.419682,-0.095744,0.064961,-2.851297,-2.36505,-1.804032,-1.421771,-1.144809,-0.77298,-0.538358,-1.523505,-1.342795,-1.103365,-0.918653,-0.77231,-0.556717,-1.066891,-1.066891,-0.750447,-0.636768,-0.54309,-0.398896,-0.294483
747,CAF259,493764.6632,5180893.925,Palouse,Ap,0,19,19,1.35,4.45,1,1,-5.745277,-4.391924,-3.307899,-2.709977,-2.31201,-1.793503,-1.458684,-4.21748,-3.770765,-3.231253,-2.839794,-2.53764,-2.094372,-1.779999,-2.923624,-2.725056,-2.451146,-2.228633,-2.043091,-1.749156,-2.408941,-2.408941,-2.01267,-1.859034,-1.726207,-1.507301,-1.333742
752,CAF261,493828.4629,5180878.08,Staley,Ap,0,28,28,1.29,4.98,1,1,10.35321,9.007703,8.187064,7.865553,7.716294,7.608129,7.591035,9.155661,8.90135,8.616044,8.430692,8.303355,8.145583,8.056915,8.459431,8.380173,8.278709,8.203999,8.147596,8.070159,8.260206,8.260206,8.137483,8.096546,8.06438,8.018121,7.98749
757,CAF263,493892.3055,5180904.017,Palouse,Ap,0,18,18,1.33,4.47,1,1,15.124,13.87739,13.047136,12.558608,12.198494,11.670872,11.287943,13.072629,12.793899,12.441421,12.168799,11.944403,11.585236,11.302393,12.028399,11.905584,11.723239,11.56276,11.4194,11.171971,11.665636,11.665636,11.374674,11.249728,11.135536,10.93351,10.759571
762,CAF265,493957.4741,5180890.263,Palouse,Ap,0,30,30,1.22,4.84,1,1,-9.926923,-8.99304,-9.277004,-9.630896,-9.914904,-10.32385,-10.604722,-12.393651,-11.771095,-11.322134,-11.15153,-11.08974,-11.088768,-11.142252,-11.673449,-11.539474,-11.413498,-11.353778,-11.32909,-11.330569,-11.498981,-11.498981,-11.390245,-11.37751,-11.377883,-11.399394,-11.433366
767,CAF267,494019.9263,5180892.999,Palouse,Ap,0,12,12,1.25,3.91,1,1,-6.91138,-6.123224,-5.912023,-5.835185,-5.787052,-5.72592,-5.688995,-6.881306,-6.681722,-6.484381,-6.362855,-6.277846,-6.162442,-6.084648,-6.341613,-6.295018,-6.232121,-6.181805,-6.140091,-6.073851,-6.209716,-6.209716,-6.124911,-6.091662,-6.062609,-6.013843,-5.974072
772,CAF269,494083.7533,5180904.159,Thatuna,Ap1,0,16,16,1.31,4.99,1,1,-13.691845,-11.570976,-9.858192,-8.927988,-8.332482,-7.602511,-7.163013,-10.697726,-10.191352,-9.553498,-9.075635,-8.699847,-8.139823,-7.737045,-9.009262,-8.785655,-8.469893,-8.207776,-7.985626,-7.627098,-8.396186,-8.396186,-7.931712,-7.746979,-7.585191,-7.313992,-7.094235
778,CAF271,494147.5581,5180892.762,Palouse,Ap1,0,14,14,1.41,4.35,1,1,8.683776,7.102805,6.146822,5.612218,5.22485,4.66014,4.247983,8.4958,7.892184,7.153011,6.60977,6.184169,5.542807,5.068365,7.016033,6.727401,6.319753,5.979916,5.689794,5.215022,6.353726,6.353726,5.727305,5.475466,5.252944,4.87477,4.56261
784,CAF273,493498.4511,5180934.767,Thatuna,Ap,0,24,24,1.34,4.64,1,1,7.172056,5.279743,4.558893,4.338373,4.240831,4.153108,4.107765,6.57454,5.981263,5.416288,5.086149,4.868373,4.59697,4.432536,5.224826,5.057883,4.853807,4.706964,4.595492,4.435832,4.848617,4.848617,4.591227,4.50375,4.432598,4.322802,4.240812
789,CAF275,493560.6597,5180928.897,Palouse,Ap,0,24,24,1.31,4.67,1,1,-1.018132,-2.208768,-2.965417,-3.337272,-3.560197,-3.807866,-3.933212,-2.664226,-2.914159,-3.176548,-3.344709,-3.462717,-3.616671,-3.710162,-3.317372,-3.396751,-3.497269,-3.57191,-3.629217,-3.709976,-3.509718,-3.509718,-3.635072,-3.677757,-3.711748,-3.761175,-3.793621
794,CAF277,493626.0766,5180929.408,Staley,Ap,0,16,16,1.36,4.34,1,1,13.354021,12.799654,12.233912,11.847892,11.560796,11.158336,10.88853,11.708085,11.587575,11.417137,11.272815,11.148487,10.945128,10.785979,11.180222,11.113945,11.013949,10.925294,10.846243,10.711488,10.981563,10.981563,10.825752,10.758182,10.697024,10.590784,10.501741
799,CAF279,493690.9522,5180926.713,Palouse,Ap,0,25,25,1.27,5.03,1,1,-9.657232,-7.80997,-6.402782,-5.673877,-5.227065,-4.716895,-4.446184,-8.773141,-8.202418,-7.480633,-6.947874,-6.539683,-5.959885,-5.573482,-7.267889,-7.002102,-6.632939,-6.334483,-6.089236,-5.712989,-6.649084,-6.649084,-6.114638,-5.912469,-5.741572,-5.470436,-5.267396
804,CAF281,493754.8875,5180909.472,Staley,Ap,0,21,21,1.4,4.62,1,1,-6.175706,-2.81587,-0.805718,0.156231,0.749551,1.46963,1.903877,-2.94686,-2.121244,-1.18091,-0.530842,-0.045583,0.641562,1.111338,-0.389296,-0.107732,0.280221,0.593381,0.852633,1.259008,0.386928,0.386928,0.927857,1.136824,1.316656,1.610888,1.841886
809,CAF283,493817.5199,5180925.874,Palouse,Ap,0,24,24,1.41,4.82,1,1,-15.918311,-13.608075,-12.398117,-11.796965,-11.383192,-10.792511,-10.361514,-11.544373,-11.181161,-10.768114,-10.472634,-10.241302,-9.886516,-9.615078,-10.270004,-10.106242,-9.906361,-9.744759,-9.606079,-9.373861,-9.895466,-9.895466,-9.516868,-9.395995,-9.289382,-9.105267,-8.948929
814,CAF285,493881.3489,5180939.032,Palouse,Ap,0,24,24,1.31,4.63,1,1,-5.144487,-3.321153,-2.053949,-1.40464,-0.985758,-0.450174,-0.106999,-3.478229,-3.006443,-2.414161,-1.972479,-1.626794,-1.114331,-0.747725,-1.977231,-1.763793,-1.468029,-1.223733,-1.017156,-0.684853,-1.408223,-1.408223,-0.958022,-0.786134,-0.636356,-0.386832,-0.186479
819,CAF287,493945.1571,5180931.744,Palouse,Ap,0,28,28,1.29,4.81,1,1,13.703478,12.097519,11.384168,11.149256,11.044124,10.946682,10.888745,14.410582,13.618552,12.872497,12.436899,12.146282,11.773214,11.534683,12.842691,12.581246,12.262663,12.032421,11.855751,11.596839,12.288462,12.288462,11.868451,11.723566,11.603927,11.41456,11.267796
824,CAF289,494008.9652,5180924.235,Palouse,Ap,0,20,20,1.26,4.6,1,1,9.807142,7.780036,6.793079,6.405602,6.202215,6.005681,5.924801,8.21225,7.821154,7.377489,7.088887,6.888629,6.633653,6.482587,7.128729,7.030703,6.883926,6.768239,6.676892,6.544194,6.84089,6.84089,6.700551,6.633194,6.576887,6.489796,6.426662
830,CAF291,494072.7745,5180917.726,Palouse,Ap1,0,15,15,1.43,4.64,1,1,-0.104135,-1.002306,-1.204606,-1.125022,-0.999307,-0.75826,-0.56532,-0.129537,-0.285812,-0.416975,-0.465583,-0.473916,-0.438834,-0.380578,-0.407945,-0.411845,-0.405911,-0.388713,-0.365365,-0.311602,-0.406553,-0.406553,-0.347031,-0.31899,-0.290775,-0.236355,-0.186737
836,CAF293,494136.5834,5180910.774,Palouse,Ap,0,11,11,1.38,4.5,1,1,-13.624783,-13.341303,-12.807821,-12.315859,-11.910382,-11.309555,-10.896311,-13.339775,-12.902362,-12.436863,-12.108828,-11.84992,-11.451329,-11.152089,-12.083656,-11.917961,-11.687763,-11.496578,-11.332968,-11.064613,-11.633034,-11.633034,-11.290557,-11.152603,-11.030736,-10.824637,-10.656896
841,CAF298,493502.6076,5180966.544,Palouse,Ap,0,25,25,1.37,4.69,1,1,-10.956844,-9.26648,-8.175594,-7.645385,-7.318031,-6.913794,-6.656937,-9.082887,-8.680407,-8.186458,-7.828198,-7.553982,-7.157513,-6.880766,-7.737476,-7.574006,-7.347116,-7.16203,-7.00752,-6.762785,-7.258647,-7.258647,-6.931385,-6.805769,-6.69721,-6.518219,-6.375945
846,CAF300,493566.4152,5180959.474,Thatuna,Ap,0,14,14,1.4,4.44,1,1,3.921192,3.778155,3.655158,3.608167,3.587584,3.571785,3.564312,3.647621,3.712358,3.752782,3.763655,3.762334,3.745092,3.720841,3.824843,3.842209,3.842117,3.832463,3.81926,3.788817,3.841222,3.841222,3.863176,3.848734,3.83235,3.797892,3.763397
851,CAF302,493631.4319,5180959.585,Palouse,Ap,0,15,15,1.35,4.72,1,1,0.143911,0.090536,-0.497776,-0.983014,-1.348534,-1.848251,-2.170323,-0.590374,-0.723389,-0.942207,-1.14256,-1.320833,-1.617285,-1.849997,-1.174033,-1.278291,-1.435606,-1.574699,-1.698114,-1.906548,-1.475301,-1.475301,-1.729421,-1.835975,-1.931456,-2.095115,-2.229929
857,CAF304,493694.0464,5180960.006,Palouse,Ap,0,22,22,1.4,4.63,1,1,-3.835725,-3.090653,-2.739788,-2.59611,-2.518178,-2.440067,-2.405467,-3.500003,-3.277014,-3.067065,-2.942828,-2.859132,-2.751956,-2.685636,-3.031028,-2.961326,-2.875952,-2.814064,-2.766767,-2.698816,-2.88126,-2.88126,-2.768342,-2.730024,-2.698973,-2.651625,-2.617192
862,CAF306,493757.8431,5180942.048,Palouse,Ap,0,18,18,1.24,4.87,1,1,-6.786138,-5.925426,-5.545166,-5.353475,-5.202576,-4.949644,-4.7394,-7.628153,-6.775634,-6.039916,-5.629423,-5.356767,-4.997779,-4.756413,-6.164928,-5.852491,-5.48917,-5.235621,-5.044338,-4.766115,-5.552227,-5.552227,-5.062338,-4.899635,-4.766817,-4.558436,-4.398023
867,CAF308,493821.6746,5180957.65,Palouse,Ap,0,15,15,1.2,4.5,1,1,-0.284714,-1.147248,-1.697044,-1.967039,-2.13258,-2.329107,-2.444358,-1.060521,-1.227639,-1.438619,-1.597408,-1.722893,-1.910996,-2.046967,-1.602746,-1.676082,-1.78021,-1.867313,-1.941593,-2.062225,-1.804184,-1.804184,-1.959289,-2.021189,-2.075539,-2.166836,-2.240849
872,CAF310,493885.5034,5180970.809,Thatuna,Ap,0,22,22,1.3,4.73,1,1,4.827972,4.84933,5.045805,5.176074,5.252095,5.314066,5.317758,4.826274,4.831421,4.872599,4.915382,4.950539,4.996922,5.019185,4.832104,4.862754,4.903241,4.933159,4.954909,4.980694,4.885096,4.885096,4.942962,4.959995,4.971595,4.983049,4.983856
877,CAF312,493946.5799,5180965.797,Palouse,Ap,0,22,22,1.25,4.52,1,1,9.64862,9.143799,8.768968,8.590298,8.490628,8.391173,8.347623,9.826667,9.648491,9.425924,9.263271,9.139308,8.963497,8.845586,9.50575,9.414044,9.287106,9.184647,9.100362,8.97028,9.334071,9.334071,9.142424,9.069686,9.007886,8.908749,8.832958
882,CAF314,494013.119,5180956.012,Thatuna,Ap,0,20,20,1.44,4.59,1,1,-2.940486,-2.649226,-2.261434,-1.979118,-1.7748,-1.509046,-1.351517,-2.014387,-1.940623,-1.825826,-1.726843,-1.64308,-1.512857,-1.419631,-1.672011,-1.629091,-1.564238,-1.508107,-1.459882,-1.38303,-1.544053,-1.544053,-1.446294,-1.406989,-1.37314,-1.318887,-1.278625
887,CAF316,494076.9279,5180949.503,Thatuna,Ap,0,24,24,1.43,5.02,1,1,-3.933937,-2.428268,-1.299015,-0.716496,-0.360933,0.041855,0.253468,-2.927044,-2.317063,-1.683967,-1.272915,-0.9788,-0.583485,-0.331614,-1.520053,-1.285419,-0.990936,-0.772482,-0.603023,-0.357116,-0.999889,-0.999889,-0.602104,-0.465317,-0.354237,-0.185469,-0.064525
893,CAF324,493530.6382,5180981.404,Palouse,Ap,0,11,11,1.31,4.3,1,1,-7.884103,-6.921875,-6.08686,-5.561145,-5.17738,-4.63112,-4.246678,-8.667366,-8.144127,-7.46541,-6.943505,-6.52428,-5.882508,-5.405843,-7.883352,-7.570583,-7.124054,-6.748981,-6.427891,-5.903201,-7.36048,-7.36048,-6.64049,-6.350974,-6.095857,-5.664951,-5.312894
898,CAF326,493594.4582,5180986.002,Palouse,Ap1,0,16,16,1.28,4.79,1,1,5.849103,5.891508,5.723734,5.532552,5.360994,5.076671,4.849144,5.041427,4.998309,4.932873,4.865037,4.795772,4.659473,4.531184,4.806692,4.76412,4.696173,4.63088,4.567973,4.449164,4.677724,4.677724,4.549488,4.489523,4.431994,4.323753,4.223844
904,CAF328,493658.2713,5180984.157,Palouse,Ap,0,19,19,1.24,4.83,1,1,-0.931195,-1.885419,-2.539843,-2.899611,-3.141289,-3.456716,-3.659517,-1.584043,-1.823109,-2.146504,-2.399064,-2.602365,-2.91188,-3.138684,-2.471668,-2.57198,-2.724932,-2.859389,-2.977395,-3.173825,-2.783232,-2.783232,-3.013595,-3.111021,-3.198333,-3.347937,-3.471334
